YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
2012,1.0,1,N,V,V,U,500.0,4,1960.0,4,75118,0
2013,0.136986301,1,V,N,O,R,1700.0,4,1959.0,7,75118,1
2015,1.0,1,V,N,O,R,900.0,4,1920.0,4,75118,0
2016,1.0,1,V,N,O,R,2000.0,4,1900.0,7,75118,0
2012,1.0,1,V,N,O,R,500.0,4,1930.0,4,75118,0
2015,1.0,1,V,N,O,R,500.0,4,1930.0,4,75118,0
2014,1.0,1,V,N,O,R,380.0,4,1950.0,4,75118,1
2013,1.0,1,V,N,O,R,750.0,4,1950.0,7,75118,0
2012,1.0,1,V,N,O,R,1755.0,4,1880.0,5,75118,0
2014,1.0,1,V,N,O,R,1368.0,4,1900.0,7,75118,1
2013,1.0,0,V,N,O,R,3448.0,4,1960.0,10,75118,1
2014,0.0,1,V,N,O,R,4235.0,4,1970.0,9,75118,0
2013,1.0,1,V,N,O,R,1200.0,4,1830.0,6,75118,0
2014,1.0,1,V,N,O,R,1200.0,4,1830.0,6,75118,0
2016,0.99726776,1,V,N,O,R,1200.0,4,1830.0,6,75118,0
2014,1.0,1,V,N,O,R,2200.0,4,1904.0,7,75118,1
2015,0.334246575,0,V,N,O,R,2720.0,4,1974.0,8,75118,0
2015,1.0,1,V,V,V,U,403.0,4,1980.0,4,75118,0
2013,1.0,1,V,N,O,R,975.0,4,1900.0,7,75118,1
2015,1.0,1,V,N,O,R,975.0,4,1900.0,7,75118,0
2012,1.0,1,N,V,V,U,1710.0,4,1970.0,4,75118,1
2014,1.0,1,N,V,V,U,1710.0,4,1970.0,4,75118,1
2015,1.0,1,N,V,V,U,1710.0,4,1970.0,4,75118,1
2012,1.0,1,N,V,V,U,1840.0,4,1970.0,4,75118,1
2013,1.0,1,N,V,V,U,1170.0,4,1970.0,4,75118,0
2014,1.0,1,V,N,O,R,1650.0,4,1900.0,8,75118,1
2013,1.0,1,V,N,O,R,1802.0,4,1900.0,9,75118,0
2014,1.0,1,N,V,V,U,600.0,4,1970.0,4,75118,0
2015,1.0,1,V,N,O,R,981.0,4,1900.0,5,75118,1
2016,0.99726776,1,V,V,V,U,316.0,4,1970.0,4,75118,0
2013,1.0,1,V,N,O,R,2200.0,4,1930.0,7,75118,1
2014,1.0,1,V,N,O,R,2200.0,4,1930.0,7,75118,1
2012,1.0,1,N,V,V,U,750.0,4,1970.0,4,75118,0
2014,1.0,1,N,V,V,U,1390.0,4,1960.0,4,75119,1
2012,1.0,1,N,V,V,U,2740.0,4,1960.0,4,75119,1
2014,1.0,1,N,V,V,U,450.0,4,1960.0,4,75119,1
2013,1.0,1,N,V,V,U,615.0,4,1960.0,4,75119,0
2016,0.99726776,1,N,V,V,U,615.0,4,1960.0,4,75119,0
2013,1.0,1,V,N,O,R,978.0,4,1920.0,5,75119,0
2016,0.99726776,1,V,N,O,R,978.0,4,1920.0,5,75119,1
2014,1.0,1,V,N,O,R,380.0,4,1900.0,4,75119,0
2012,1.0,1,V,N,O,R,590.0,4,1930.0,6,75119,0
2012,0.836065574,1,V,N,O,R,2300.0,4,1954.0,5,75119,0
2012,0.303278689,1,V,N,O,R,3350.0,4,1970.0,8,75119,1
2014,0.695890411,1,V,N,O,R,3350.0,4,1970.0,8,75119,0
2014,1.0,1,V,N,O,R,4656.0,4,1973.0,10,75119,0
2016,0.114754098,0,V,N,O,R,840.0,4,1895.0,7,75119,0
2016,0.99726776,1,V,N,O,R,800.0,4,1920.0,6,75119,1
2012,1.0,1,V,V,V,U,260.0,4,1970.0,4,75119,0
2012,0.158469945,1,V,V,V,U,1000.0,4,1970.0,4,75119,0
2013,1.0,1,V,V,V,U,410.0,4,1970.0,4,75119,0
2015,0.665753425,1,V,V,V,U,410.0,4,1970.0,4,75119,0
2015,0.0,0,V,N,O,R,495.0,4,1920.0,5,75120,0
2016,0.795081967,0,V,N,O,R,495.0,4,1920.0,5,75120,0
2014,1.0,1,N,V,V,U,630.0,4,1980.0,4,75120,0
2016,0.99726776,1,N,V,V,U,850.0,4,1960.0,4,75120,0
2016,1.0,1,N,V,V,U,540.0,4,1960.0,4,75120,0
2012,1.0,1,V,N,O,R,7160.0,4,2006.0,6,75120,1
2014,1.0,1,V,N,O,R,891.0,4,1950.0,2,75120,0
2015,0.246575342,1,V,N,O,R,891.0,4,1950.0,2,75120,0
2013,1.0,1,V,N,O,R,1410.0,4,1980.0,6,75120,1
2012,1.0,1,V,N,O,R,1970.0,4,2002.0,5,75120,0
2013,1.0,1,V,N,O,R,1970.0,4,2002.0,5,75120,1
2014,1.0,1,V,N,O,R,1970.0,4,2002.0,5,75120,0
2012,1.0,1,V,V,V,U,728.0,4,1970.0,4,75120,1
2016,1.0,0,V,V,V,U,326.0,4,1960.0,4,75120,1
2012,1.0,1,V,V,V,U,22.0,4,1970.0,4,75120,0
2013,1.0,0,N,V,V,U,350.0,4,1960.0,4,75120,0
2016,1.0,0,N,V,V,U,500.0,4,1960.0,4,75120,0
2014,1.0,1,V,N,O,R,150.0,4,1900.0,2,75120,0
2014,1.0,1,V,N,O,R,800.0,4,2011.0,3,75120,1
2014,1.0,1,V,N,O,R,800.0,4,1930.0,1,75120,0
2013,1.0,1,V,V,V,U,4500.0,4,1960.0,4,75120,1
2014,1.0,1,V,V,V,U,4500.0,4,1960.0,4,75120,1
2013,1.0,0,N,V,V,U,1300.0,4,1960.0,4,75120,0
2012,1.0,0,N,V,V,U,3200.0,2,1988.0,4,76217,1
2016,0.99726776,0,V,N,O,R,715.0,2,1958.0,4,76217,0
2012,1.0,0,V,V,V,U,150.0,2,1960.0,4,76217,1
2012,1.0,0,V,V,V,U,550.0,2,1960.0,4,76217,0
2016,0.99726776,0,V,V,V,U,550.0,2,1960.0,4,76217,0
2012,1.0,0,V,V,V,U,120.0,2,1970.0,4,76217,0
2016,1.0,0,V,N,O,R,605.0,2,1950.0,4,76231,0
2013,1.0,0,V,V,V,U,950.0,2,1970.0,4,76235,1
2012,1.0,0,V,N,O,R,320.0,2,1940.0,3,76254,0
2012,1.0,1,V,N,O,R,1300.0,2,2004.0,4,76255,0
2013,1.0,1,V,N,O,R,6780.0,2,1971.0,4,76255,1
2015,1.0,1,V,N,O,R,6780.0,2,1971.0,4,76255,1
2014,1.0,0,V,N,O,R,2400.0,2,1959.0,6,76259,0
2016,0.967213115,0,V,N,O,R,2400.0,2,1959.0,6,76259,0
2012,1.0,0,V,N,O,R,630.0,2,1970.0,3,76259,0
2014,0.747945205,0,V,N,O,R,150.0,2,1940.0,3,76259,0
2016,0.99726776,0,V,N,O,R,150.0,2,1940.0,3,76259,0
2013,1.0,0,V,N,O,R,3300.0,2,1958.0,6,76259,0
2015,1.0,0,V,N,O,R,1580.0,2,1970.0,4,76259,0
2016,0.967213115,0,V,N,O,R,1580.0,2,1970.0,4,76259,1
2013,1.0,0,V,N,O,R,1680.0,2,2008.0,3,76259,0
2014,1.0,0,V,N,O,R,1535.0,2,1965.0,5,76259,0
2014,1.0,0,V,N,O,R,1331.0,2,1950.0,2,76259,0
2016,0.967213115,0,V,N,O,R,3065.0,2,1965.0,8,76259,0
2013,1.0,0,V,N,O,R,3752.0,2,2008.0,3,76259,1
2013,1.0,0,N,V,V,U,410.0,2,1960.0,4,76351,0
2014,1.0,1,V,N,O,R,1052.0,2,1977.0,5,76351,1
2015,0.161643836,1,V,N,O,R,1052.0,2,1977.0,5,76351,0
2012,1.0,1,N,V,V,U,800.0,2,1960.0,4,76351,0
2013,1.0,1,N,V,V,U,800.0,2,1960.0,4,76351,0
2014,1.0,1,N,V,V,U,800.0,2,1960.0,4,76351,0
2013,1.0,1,V,N,O,R,2190.0,2,1970.0,5,76351,0
2013,0.120547945,0,V,N,O,R,2700.0,2,1960.0,4,76351,0
2015,0.882191781,1,N,V,V,U,600.0,2,1980.0,4,76351,0
2014,0.6,1,V,V,V,U,1957.0,2,1960.0,4,76351,0
2012,0.909836066,1,V,N,O,R,280.0,2,1880.0,2,76351,0
2013,1.0,1,V,N,O,R,280.0,2,1880.0,2,76351,0
2014,1.0,1,V,N,O,R,11810.0,2,1970.0,6,76351,1
2013,1.0,0,V,N,O,R,296.0,2,1950.0,4,76351,0
2014,0.084931507,0,V,N,O,R,296.0,2,1950.0,4,76351,0
2014,1.0,0,V,N,O,R,750.0,2,1850.0,5,76351,0
2012,0.0,0,V,V,V,U,390.0,2,1970.0,4,76351,1
2012,1.0,0,V,V,V,U,637.0,2,1960.0,4,76351,0
2012,1.0,0,N,V,V,U,385.0,2,1960.0,4,76351,0
2014,1.0,0,V,N,O,R,590.0,2,1960.0,5,76351,0
2016,1.0,0,V,N,O,R,590.0,2,1960.0,5,76351,0
2012,1.0,0,V,V,V,U,329.0,2,1960.0,4,76351,0
2013,1.0,0,V,V,V,U,660.0,2,1960.0,4,76351,1
2015,1.0,0,V,N,O,R,1020.0,2,1969.0,3,76410,0
2013,1.0,0,V,N,O,R,921.0,2,1950.0,4,76540,0
2015,1.0,0,V,N,O,R,921.0,2,1950.0,4,76540,0
2014,1.0,0,V,N,O,R,1815.0,2,1960.0,4,76540,0
2012,0.464480874,0,V,N,O,R,652.0,2,1900.0,3,76540,0
2014,1.0,0,V,N,O,R,652.0,2,1900.0,3,76540,0
2016,0.571038251,0,V,N,O,R,311.0,2,1940.0,4,76540,0
2015,1.0,1,N,V,V,U,400.0,2,1970.0,4,76540,0
2012,1.0,1,V,N,O,R,450.0,2,1900.0,5,76540,1
2016,1.0,0,N,V,V,U,200.0,2,1960.0,4,76540,0
2013,1.0,0,N,V,V,U,200.0,2,1960.0,4,76540,0
2016,0.99726776,0,V,N,O,R,150.0,2,1900.0,3,76540,0
2014,0.668493151,0,V,V,V,U,825.0,2,1980.0,4,76552,0
2016,1.0,0,V,N,O,R,612.0,2,1985.0,3,76613,1
2015,1.0,0,V,N,O,R,2074.0,2,2000.0,4,76655,0
2013,1.0,0,V,N,O,R,678.0,2,1950.0,2,76655,1
2012,1.0,1,V,N,O,R,15026.0,2,1950.0,10,76681,0
2013,1.0,1,V,N,O,R,15026.0,2,1950.0,10,76681,1
2015,1.0,0,V,N,O,R,1213.0,2,1956.0,4,76719,1
2012,1.0,1,V,N,O,R,3198.0,2,2011.0,4,77018,0
2015,1.0,1,V,N,O,R,3198.0,2,2011.0,4,77018,0
2014,1.0,0,N,V,V,U,7000.0,2,1988.0,4,77053,1
2012,1.0,1,N,V,V,U,1680.0,2,1988.0,4,77053,0
2015,1.0,0,V,N,O,R,5343.0,2,2000.0,4,77053,1
2015,0.983561644,1,V,N,O,R,9994.0,2,2010.0,5,77058,1
2012,1.0,0,V,N,O,R,710.0,2,2003.0,4,77058,0
2014,1.0,0,V,N,O,R,710.0,2,2003.0,4,77058,0
2012,1.0,0,V,N,O,R,900.0,2,1900.0,4,77075,0
2015,0.997260274,0,V,N,O,R,500.0,2,1960.0,2,77083,0
2013,1.0,0,V,V,V,U,280.0,2,1960.0,4,77088,0
2012,1.0,1,N,V,V,U,1425.0,2,1970.0,4,77108,0
2013,1.0,1,N,V,V,U,1425.0,2,1970.0,4,77108,0
2014,1.0,1,N,V,V,U,1425.0,2,1970.0,4,77108,1
2012,1.0,1,N,V,V,U,3400.0,2,1988.0,4,77118,0
2013,0.246575342,1,V,N,O,R,6017.0,2,2008.0,5,77122,0
2012,1.0,0,V,V,V,U,460.0,2,1980.0,4,77131,0
2014,0.0,1,V,N,O,R,600.0,2,1920.0,2,77135,0
2012,1.0,0,V,V,V,U,236.0,2,1960.0,4,77152,0
2013,1.0,0,V,V,V,U,236.0,2,1960.0,4,77152,0
2014,1.0,0,V,V,V,U,236.0,2,1960.0,4,77152,0
2013,1.0,0,V,N,O,R,440.0,2,1960.0,3,77152,0
2016,1.0,0,V,V,V,U,3450.0,2,1980.0,4,77152,0
2012,1.0,0,V,N,O,R,6315.0,2,2008.0,4,77169,0
2014,1.0,0,V,N,O,R,5845.0,2,2008.0,8,77169,0
2013,1.0,1,N,V,V,U,1877.0,2,1988.0,4,77183,0
2012,1.0,1,V,N,O,R,450.0,2,1960.0,5,77183,0
2013,1.0,1,V,N,O,R,1120.0,2,1955.0,3,77183,0
2014,1.0,1,V,N,O,R,1120.0,2,1955.0,3,77183,0
2016,0.99726776,1,N,V,V,U,350.0,2,1960.0,4,77186,0
2013,1.0,0,N,V,V,U,420.0,2,1960.0,4,77186,0
2014,1.0,0,V,N,O,R,400.0,2,1940.0,2,77186,0
2013,1.0,0,V,V,V,U,300.0,2,1960.0,4,77186,1
2013,1.0,0,V,N,O,R,2000.0,2,1960.0,4,77186,0
2013,1.0,0,V,N,O,R,829.0,2,2009.0,4,77192,0
2013,1.0,0,V,N,O,R,540.0,2,1900.0,3,77215,0
2016,0.99726776,0,V,N,O,R,540.0,2,1900.0,3,77222,0
2012,1.0,1,N,V,V,U,634.0,2,1960.0,4,77243,0
2015,1.0,1,N,V,V,U,1137.0,2,1988.0,4,77243,1
2013,0.830136986,1,V,N,O,R,2100.0,2,1980.0,3,77243,0
2013,1.0,1,V,N,O,R,250.0,2,1950.0,3,77243,1
2012,0.49726776,1,V,N,O,R,2000.0,2,1950.0,4,77243,0
2013,1.0,1,V,N,O,R,2000.0,2,1950.0,4,77243,1
2014,1.0,1,N,V,V,U,20000.0,2,1970.0,4,77249,0
2014,0.564383562,1,V,N,O,R,5102.0,2,1988.0,7,77258,0
2016,0.084699454,1,N,V,V,U,3420.0,2,1988.0,4,77268,0
2012,1.0,1,N,V,V,U,5154.0,2,1960.0,4,77284,1
2013,1.0,0,V,N,O,R,400.0,2,1820.0,2,77284,0
2016,0.0,0,V,N,O,R,2320.0,2,1960.0,1,77285,0
2013,1.0,0,V,N,O,R,971.0,2,1970.0,4,77288,1
2012,1.0,0,N,V,V,U,256.0,2,1960.0,4,77288,0
2015,1.0,0,N,V,V,U,350.0,2,1960.0,4,77288,0
2012,1.0,0,V,N,O,R,1002.0,2,1945.0,4,77288,1
2016,0.99726776,0,V,N,O,R,1002.0,2,1945.0,4,77288,0
2013,0.345205479,0,V,N,O,R,1306.0,2,2011.0,3,77288,0
2014,1.0,0,V,N,O,R,6204.0,2,1950.0,5,77288,1
2012,1.0,0,V,V,V,U,1700.0,2,1988.0,4,77288,0
2015,1.0,0,V,V,V,U,1425.0,2,1980.0,4,77288,0
2013,1.0,0,N,V,V,U,300.0,2,1960.0,4,77288,0
2014,0.452054795,0,N,V,V,U,300.0,2,1960.0,4,77288,0
2013,1.0,1,V,N,O,R,1540.0,2,1993.0,3,77294,0
2015,1.0,0,N,V,V,U,3035.0,2,1980.0,4,77296,1
2012,1.0,0,V,N,O,R,2126.0,2,2000.0,2,77296,0
2013,0.331506849,0,V,N,O,R,700.0,2,1920.0,3,77305,0
2016,0.99726776,0,V,N,O,R,700.0,2,1920.0,3,77305,0
2014,1.0,0,V,N,O,R,4501.0,2,2008.0,3,77327,1
2013,1.0,0,V,N,O,R,305.0,2,1970.0,2,77333,0
2014,1.0,0,V,N,O,R,2100.0,2,1970.0,3,77333,0
2013,0.468493151,0,V,V,V,U,390.0,2,1960.0,4,77333,0
2012,1.0,1,V,N,O,R,3800.0,2,1960.0,3,77337,1
2013,1.0,0,V,N,O,R,675.0,2,1900.0,3,77350,0
2015,1.0,0,V,N,O,R,675.0,2,1900.0,3,77350,1
2016,0.99726776,0,V,N,O,R,6325.0,2,1968.0,5,77350,1
2016,0.99726776,0,N,V,V,U,632.0,2,1960.0,4,77371,1
2012,1.0,0,V,N,O,R,350.0,2,1930.0,3,77372,0
2014,1.0,0,V,N,O,R,350.0,2,1930.0,3,77372,1
2016,0.99726776,0,V,N,O,R,350.0,2,1930.0,3,77372,0
2013,1.0,0,V,N,O,R,1944.0,2,2002.0,4,77373,0
2013,1.0,1,V,N,O,R,3650.0,2,1980.0,5,77373,1
2016,0.191256831,1,V,N,O,R,3650.0,2,1980.0,5,77373,0
2012,0.213114754,0,V,N,O,R,332.0,2,1979.0,3,77373,0
2012,1.0,1,N,V,V,U,240.0,2,1980.0,4,77373,0
2013,0.665753425,1,N,V,V,U,240.0,2,1980.0,4,77373,0
2016,1.0,0,V,N,O,R,1100.0,2,1978.0,2,77378,0
2012,1.0,0,V,N,O,R,300.0,2,1930.0,3,77379,0
2016,1.0,0,V,V,V,U,800.0,2,1960.0,4,77379,0
2014,1.0,0,N,V,V,U,1091.0,2,1988.0,4,77390,0
2014,1.0,0,N,V,V,U,2135.0,2,1960.0,4,77407,1
2015,1.0,0,N,V,V,U,2135.0,2,1960.0,4,77407,0
2014,1.0,1,V,N,O,R,15917.0,2,1970.0,5,77407,1
2014,1.0,0,V,N,O,R,500.0,2,1970.0,3,77407,0
2015,1.0,0,N,V,V,U,685.0,2,1980.0,4,77431,0
2014,1.0,0,V,N,O,R,2650.0,2,2008.0,3,77445,0
2012,1.0,1,V,N,O,R,3936.0,2,2008.0,4,77449,0
2014,1.0,1,V,N,O,R,3936.0,2,2008.0,4,77449,1
2016,0.99726776,1,V,N,O,R,3936.0,2,2008.0,4,77449,0
2013,1.0,1,N,V,V,U,816.0,2,1980.0,4,77464,0
2014,1.0,0,V,N,O,R,640.0,2,1950.0,4,77464,0
2012,1.0,1,V,N,O,R,1230.0,2,1970.0,5,77464,1
2014,1.0,1,V,N,O,R,3900.0,2,1997.0,5,77468,1
2012,0.543715847,1,N,V,V,U,250.0,2,1980.0,4,77470,0
2012,1.0,0,V,N,O,R,960.0,2,2008.0,3,77470,0
2013,1.0,0,V,N,O,R,960.0,2,2008.0,3,77470,0
2014,1.0,0,V,N,O,R,685.0,2,1995.0,5,77470,0
2013,1.0,0,N,V,V,U,2250.0,2,1980.0,4,77487,1
2013,1.0,1,V,N,O,R,550.0,2,1979.0,3,77514,1
2015,1.0,0,V,N,O,R,3500.0,2,1979.0,3,77514,0
2014,1.0,0,V,V,V,U,4800.0,2,1980.0,4,77900,0
2015,1.0,1,N,V,V,U,550.0,2,1980.0,4,78015,0
2014,0.0,1,V,N,O,R,5580.0,2,2008.0,4,78073,0
2014,0.747945205,1,V,N,O,R,426.0,2,1965.0,3,78092,0
2012,1.0,0,V,N,O,R,180.0,2,1964.0,2,78124,1
2013,1.0,0,V,N,O,R,370.0,2,1930.0,3,78124,0
2015,1.0,1,V,N,O,R,850.0,2,1960.0,3,78165,0
2012,1.0,1,V,N,O,R,378.0,2,1950.0,2,78172,0
2013,0.084931507,1,V,N,O,R,378.0,2,1950.0,2,78172,0
2015,1.0,0,V,N,O,R,840.0,2,2010.0,3,78172,0
2016,1.0,0,V,N,O,R,840.0,2,2010.0,3,78172,0
2014,1.0,0,V,N,O,R,420.0,2,1960.0,3,78172,0
2013,1.0,0,V,N,O,R,260.0,2,1901.0,3,78172,0
2015,1.0,1,V,N,O,R,886.0,2,1850.0,4,78190,0
2012,1.0,1,V,N,O,R,4212.0,2,1970.0,5,78208,1
2014,0.093150685,1,V,N,O,R,2734.0,2,1970.0,5,78208,0
2014,1.0,1,V,N,O,R,300.0,2,1950.0,2,78217,0
2015,1.0,1,V,N,O,R,883.0,2,1960.0,4,78220,1
2016,0.010928962,0,V,N,O,R,190.0,2,1982.0,3,78220,0
2015,1.0,1,V,N,O,R,3145.0,2,2011.0,1,78242,0
2013,1.0,0,N,V,V,U,1200.0,2,1980.0,4,78245,0
2012,1.0,1,V,N,O,R,6000.0,2,1999.0,5,78297,1
2014,1.0,1,V,N,O,R,340.0,2,1948.0,3,78311,0
2015,1.0,1,V,N,O,R,450.0,2,1980.0,4,78311,0
2012,1.0,1,V,N,O,R,410.0,2,1910.0,3,78311,0
2014,1.0,1,V,N,O,R,890.0,2,1900.0,3,78327,0
2014,1.0,1,V,N,O,R,1960.0,2,2009.0,3,78354,0
2012,1.0,0,V,N,O,R,250.0,2,1930.0,3,78358,0
2013,1.0,1,V,N,O,R,3110.0,2,1980.0,5,78361,1
2012,0.341530055,0,V,N,O,R,470.0,2,1900.0,4,78361,0
2013,1.0,0,V,N,O,R,470.0,2,1900.0,4,78361,0
2012,1.0,0,V,N,O,R,9390.0,2,1977.0,9,78372,1
2014,1.0,0,V,N,O,R,9390.0,2,1977.0,9,78372,1
2013,0.915068493,0,V,N,O,R,12053.0,2,1970.0,10,78372,1
2014,1.0,0,V,N,O,R,16811.0,2,1980.0,10,78372,1
2014,1.0,0,V,N,O,R,10732.0,2,1973.0,10,78372,1
2012,1.0,1,V,N,O,R,1573.0,2,1970.0,5,78383,1
2012,1.0,1,V,N,O,R,5210.0,2,1970.0,8,78383,0
2015,0.997260274,1,V,N,O,R,5210.0,2,1970.0,8,78383,0
2016,0.994535519,1,V,N,O,R,5210.0,2,1970.0,8,78383,0
2014,0.0,1,V,N,O,R,3528.0,2,1970.0,5,78383,0
2012,1.0,1,V,N,O,R,2875.0,2,1970.0,7,78383,1
2012,1.0,1,V,N,O,R,2824.0,2,1970.0,3,78383,0
2013,0.747945205,1,V,N,O,R,2824.0,2,1970.0,3,78383,0
2015,1.0,1,V,N,O,R,2100.0,2,1960.0,4,78383,0
2016,0.99726776,0,V,N,O,R,500.0,2,1950.0,4,78402,1
2012,1.0,1,N,V,V,U,360.0,2,1988.0,4,78418,0
2012,1.0,1,N,V,V,U,1800.0,2,1960.0,4,78418,1
2014,0.775342466,1,N,V,V,U,1800.0,2,1960.0,4,78418,0
2012,1.0,1,V,N,O,R,1800.0,2,1991.0,4,78418,1
2013,1.0,1,V,N,O,R,1800.0,2,1991.0,4,78418,1
2013,1.0,1,V,N,O,R,3224.0,2,1970.0,5,78423,0
2014,0.0,1,V,N,O,R,4837.0,2,1980.0,8,78423,0
2016,0.99726776,1,V,N,O,R,3000.0,2,1970.0,1,78423,0
2014,1.0,1,V,N,O,R,2500.0,2,1970.0,2,78423,0
2012,1.0,1,V,N,O,R,6738.0,2,1960.0,4,78423,1
2012,1.0,0,V,N,O,R,6600.0,2,2005.0,4,78423,1
2013,1.0,0,V,N,O,R,6600.0,2,2005.0,4,78423,1
2013,1.0,1,V,N,O,R,934.0,2,1980.0,4,78442,1
2014,1.0,1,V,N,O,R,2100.0,2,1970.0,4,78455,1
2013,0.084931507,1,N,V,V,U,2250.0,2,1960.0,4,78481,0
2013,1.0,1,V,N,O,R,660.0,2,1950.0,4,78481,1
2015,1.0,1,V,N,O,R,4890.0,2,1970.0,5,78481,0
2012,1.0,1,V,N,O,R,4910.0,2,1970.0,6,78490,1
2014,0.0,1,V,N,O,R,2829.0,2,1970.0,4,78490,0
2012,1.0,1,V,N,O,R,290.0,2,1960.0,2,78490,0
2013,1.0,1,V,N,O,R,400.0,2,1970.0,4,78490,0
2016,0.994535519,1,V,N,O,R,4105.0,2,1970.0,5,78490,0
2013,1.0,1,V,N,O,R,1619.0,2,1960.0,4,78513,0
2015,1.0,1,V,N,O,R,1619.0,2,1960.0,4,78513,1
2012,0.177595628,1,V,N,O,R,2451.0,2,2004.0,5,78517,0
2012,1.0,1,N,V,V,U,2900.0,2,1960.0,4,78545,0
2013,1.0,1,V,N,O,R,1228.0,2,2000.0,3,78545,1
2012,1.0,1,V,N,O,R,800.0,2,1950.0,3,78545,0
2013,1.0,1,V,N,O,R,800.0,2,1950.0,3,78545,0
2016,0.99726776,0,V,V,V,U,512.0,2,1970.0,4,78545,0
2013,1.0,1,V,N,O,R,741.0,2,1900.0,4,78551,1
2014,1.0,1,V,N,O,R,200.0,2,1970.0,1,78551,0
2015,1.0,1,V,N,O,R,200.0,2,1970.0,1,78551,0
2012,1.0,1,V,N,O,R,3606.0,2,1970.0,6,78551,0
2013,0.693150685,0,V,N,O,R,2887.0,2,2001.0,6,78551,1
2012,1.0,1,V,N,O,R,5323.0,2,1970.0,7,78551,0
2016,0.99726776,1,V,N,O,R,450.0,2,1970.0,1,78571,0
2016,1.0,1,N,V,V,U,680.0,2,1960.0,4,78586,1
2012,1.0,1,N,V,V,U,150.0,2,1970.0,4,78586,0
2012,0.75136612,1,V,N,O,R,3200.0,2,2000.0,4,78621,0
2012,1.0,1,N,V,V,U,500.0,2,1980.0,4,78638,0
2013,1.0,1,N,V,V,U,10620.0,2,1960.0,4,78640,0
2012,1.0,0,V,N,O,R,250.0,2,1950.0,2,78640,0
2013,0.043835616,0,V,N,O,R,250.0,2,1950.0,2,78640,0
2012,1.0,0,N,V,V,U,620.0,2,1960.0,4,78646,0
2014,1.0,0,N,V,V,U,620.0,2,1960.0,4,78646,0
2015,0.983561644,0,N,V,V,U,620.0,2,1960.0,4,78646,0
2016,0.99726776,0,V,N,O,R,360.0,2,1850.0,3,78646,0
2013,0.367123288,1,N,V,V,U,1241.0,2,1960.0,4,78646,0
2012,1.0,0,V,N,O,R,600.0,2,1900.0,4,78646,0
2012,1.0,1,V,N,O,R,3325.0,2,1980.0,5,78646,1
2014,0.0,1,V,N,O,R,3325.0,2,1980.0,5,78646,0
2015,0.997260274,1,V,N,O,R,2793.0,2,1970.0,1,78646,0
2016,0.994535519,1,V,N,O,R,2793.0,2,1970.0,1,78646,0
2016,1.0,0,V,N,O,R,2999.0,2,1964.0,6,78646,0
2016,0.5,0,V,N,O,R,3762.0,2,1964.0,7,78646,0
2015,1.0,0,N,V,V,U,600.0,2,1970.0,4,78646,0
2012,1.0,0,V,N,O,R,725.0,2,2005.0,4,78650,0
2013,0.252054795,0,V,N,O,R,300.0,2,1900.0,3,78650,0
2015,1.0,0,N,V,V,U,1040.0,2,1988.0,4,78650,0
2012,1.0,1,V,N,O,R,1684.0,2,1970.0,4,78688,1
2013,0.315068493,1,V,V,V,R,1083.0,2,1970.0,4,78688,0
2013,1.0,1,V,N,O,R,900.0,2,1920.0,4,80182,0
2014,1.0,1,V,N,O,R,900.0,2,1920.0,4,80182,0
2012,1.0,0,N,V,V,U,2700.0,2,1988.0,4,80228,0
2014,0.495890411,0,N,V,V,U,2700.0,2,1988.0,4,80228,0
2014,1.0,0,V,N,O,R,1800.0,2,2005.0,4,80228,1
2013,1.0,0,V,N,O,R,2300.0,2,1988.0,2,80228,0
2015,1.0,0,V,N,O,R,2050.0,2,2004.0,5,80228,0
2013,1.0,0,V,N,O,R,2100.0,2,2011.0,4,80228,0
2015,1.0,0,V,N,O,R,2100.0,2,2011.0,4,80228,0
2013,0.580821918,0,V,V,V,U,360.0,2,1960.0,4,80228,0
2012,1.0,0,V,N,O,R,2400.0,2,1970.0,4,80228,1
2015,1.0,0,V,V,V,U,840.0,2,1970.0,4,80228,0
2012,1.0,0,V,V,V,U,3900.0,2,1988.0,4,80228,0
2016,0.99726776,0,N,V,V,U,200.0,2,1960.0,4,80688,0
2012,1.0,0,V,N,O,R,2350.0,2,1990.0,2,80688,0
2012,1.0,0,V,V,V,U,105.0,2,1988.0,4,80688,0
2012,1.0,0,V,N,O,R,450.0,1,1980.0,3,81004,0
2013,0.580821918,0,V,V,V,U,1525.0,1,1980.0,4,81004,0
2012,1.0,0,V,V,V,U,2440.0,1,1960.0,4,81004,1
2016,0.99726776,0,V,N,O,R,2500.0,1,1990.0,5,81004,0
2012,1.0,0,V,N,O,R,2700.0,1,1970.0,8,81004,0
2012,1.0,1,V,N,O,R,400.0,1,1959.0,3,81060,0
2015,1.0,0,V,N,O,R,340.0,1,1900.0,2,81065,0
2016,0.99726776,0,N,V,V,U,798.0,1,1960.0,4,81163,1
2016,0.549180328,0,V,N,O,R,400.0,1,1900.0,3,81220,0
2016,0.99726776,0,N,V,V,U,1103.0,2,1960.0,4,82033,0
2012,0.0,0,V,V,V,U,400.0,2,1970.0,4,82112,0
2016,0.99726776,0,V,N,O,R,540.0,2,2007.0,3,82121,0
2014,1.0,0,V,N,O,R,1861.0,2,2008.0,5,82121,0
